time,seconds_elapsed,z,y,x
1763367247539259000,0.0892587890625,0.18537351852953432,0.8130278629779816,1.4935069119021296
1763367247549286000,0.099285888671875,0.003664367726445198,0.8602659994930029,1.5761019007414578
1763367247559313000,0.10931298828125,-0.05713292306363582,2.1474936752200127,2.614498023506999
1763367247569340000,0.11933984375,1.4561971719443798,2.086621273367107,2.089270911093056
1763367247579368000,0.129367919921875,2.410130466172099,1.4084706673905252,0.8579163676269352
1763367247589394700,0.139394775390625,2.9473779789865016,0.5691615312084556,-0.3923138489618897
1763367247599422000,0.149421875,2.7986767792940137,-0.2269365320175886,-1.417565974124521
1763367247609449000,0.159448974609375,1.7382669776409863,-0.9608546179234981,-2.2128270020045337
1763367247619476000,0.16947607421875,-0.012032383099198341,-1.730686313253641,-3.2307395780593153
1763367247629503000,0.1795029296875,-1.153053014037013,-2.1398975210025903,-3.7235996676146983
1763367247639530000,0.189530029296875,-0.9110539374440908,-1.7480656103387473,-3.2356203358381985
1763367247649557000,0.199556884765625,-0.5484586426585912,-1.021765890482068,-2.5905390557706354
1763367247659583700,0.209583740234375,0.1302969434738159,-0.1549544148683548,-1.6464435572072862
1763367247669611000,0.219611083984375,0.6216185714155436,0.6951318436548113,-0.6205076875641942
1763367247679638000,0.229637939453125,0.9564543371379375,1.2525868627175687,0.03139130969420075
1763367247689665800,0.239665771484375,1.1547487120389939,1.5705445588752627,0.494729244428128
1763367247699693000,0.249693115234375,1.818700112271309,1.9319445063963532,0.3708322311244905
1763367247709719800,0.2597197265625,0.9053104253560305,2.2375135533630846,-1.3767640081368386
1763367247719746800,0.269746826171875,1.0099059413403273,2.343098080384731,-1.8023463588416575
1763367247729774000,0.279774169921875,1.6782827567994594,2.582437874640524,-1.4875634933277964
1763367247739800800,0.28980078125,3.2353362581998106,2.7748335468918084,-1.8273194720566273
1763367247749827800,0.299827880859375,3.896391352468729,2.809456239722669,-2.9162027962610124
1763367247759854800,0.309854736328125,4.146654984059929,2.4916823756992814,-4.2460839110612865
1763367247769881900,0.3198818359375,4.2309658369064325,1.4508897131860254,-5.738519686600566
1763367247779908900,0.329908935546875,3.7863270496845245,-0.3907783099576831,-6.168186530140042
1763367247789935900,0.339935791015625,2.6000527340471744,-1.5692650404587387,-5.301761423495411
1763367247799964000,0.3499638671875,0.528096822631359,0.012746376587450503,-3.5377608696609735
1763367247809991000,0.359990966796875,0.8264145832955837,2.2167118806138633,-2.6443653385043144
1763367247820018000,0.370017822265625,1.796976356241107,3.4114740386113525,-2.421666590186953
1763367247830045000,0.380044921875,1.622199050527811,3.7964404474198816,-2.2355700180798768
1763367247840072000,0.390072021484375,-0.10618366195857525,3.3816093539625403,-1.604096992126107
1763367247850099000,0.400098876953125,0.0035942250996828075,2.2827650461055335,-0.4959744221836328
1763367247860126000,0.4101259765625,0.5477466949969529,1.5659091541595755,0.3194634245455265
1763367247870153000,0.420153076171875,-0.20081834042072294,1.8036629943981766,0.7268062080740928
1763367247880180000,0.430179931640625,0.7757014641463756,2.453184302739799,0.6644505819261074
1763367247890206700,0.440206787109375,4.005129959607124,2.758811801895499,0.29801205571591854
1763367247900235000,0.450235107421875,4.942965520992875,2.8994682268202303,0.37814065444171424
1763367247910261800,0.46026171875,4.026775974225997,2.5461679991245267,-0.3873661634266376
1763367247920288800,0.470288818359375,2.800880426818132,1.3735720802277325,-1.5717857911080122
1763367247930316000,0.48031591796875,0.39295769982337947,1.1785930404197424,-1.1987766543358565
1763367247940342800,0.4903427734375,-1.4267752626270056,1.8316648077845572,-0.05700257468223571
1763367247950369800,0.500369873046875,-2.167296984581649,2.034874134995043,1.224783202251792
1763367247960397000,0.51039697265625,-2.6801579518973826,1.9066889229781925,2.5961972276628016
1763367247970424000,0.520424072265625,-2.784505630600452,1.6154449000924824,3.4000410827100276
1763367247980450800,0.530450927734375,-2.2903604696705937,1.6113501781247555,3.8136885193407535
1763367247990477800,0.540477783203125,-1.678231318873167,1.8483710279136896,4.1612621860831975
1763367248000505900,0.550505859375,-1.0416966256156563,1.560937064835429,3.986359208163619
1763367248010532900,0.560532958984375,-0.4960989253461361,0.6540365938089787,3.6766421016067263
1763367248020560000,0.570559814453125,0.10707301201373338,-0.3556768206339329,3.3154888223230836
1763367248030587000,0.5805869140625,0.9624655602514743,-0.6258071091465651,3.301148162281513
1763367248040614000,0.59061376953125,2.2809549279436467,-0.9175055978015064,3.424813120394945
1763367248050641000,0.600640869140625,3.7189758072063324,-1.7552287799663842,3.427082818892598
1763367248060668000,0.61066796875,4.22221642100066,-2.6860727288991213,3.455304120248556
1763367248070695000,0.62069482421875,3.1454885217532516,-4.744114096730947,4.456552707880735
1763367248080722000,0.630721923828125,2.1417834808796643,-4.8746489406138656,5.636157044234872
1763367248090748700,0.640748779296875,2.598938050803542,-3.5017981603980064,6.622105186882615
1763367248100777000,0.65077685546875,2.8319270147278903,-4.63881072473824,8.459056410637498
1763367248110804000,0.660803955078125,3.2847353721410033,-3.3920278721243142,7.70549546662867
1763367248120831000,0.6708310546875,3.967703607532382,-2.012815447922051,5.012521872299909
1763367248130858000,0.68085791015625,2.786609909403324,-2.2842691670581696,2.587747379225492
1763367248140885000,0.690885009765625,-0.07896335433870554,-1.8895310135588048,0.166543145853281
1763367248150911700,0.700911865234375,-3.3115894767969847,-1.318225456058979,-0.5554670601159334
1763367248160939000,0.71093896484375,-5.328841153600812,-0.8185264603942632,0.6730541596204042
1763367248170966000,0.720966064453125,-6.114857675534487,-1.4283201539814472,1.2282605229735373
