time,seconds_elapsed,z,y,x
1763367247539259000,0.0892587890625,0.5225569605827332,1.8647148609161377,-0.12633994221687317
1763367247549286000,0.099285888671875,0.6439633369445801,2.2554712295532227,-0.37544935941696167
1763367247559313000,0.10931298828125,0.725997269153595,2.4147071838378906,-0.6452036499977112
1763367247569340000,0.11933984375,0.6948111653327942,2.3161423206329346,-0.8711649775505066
1763367247579368000,0.129367919921875,0.5632573962211609,1.9672269821166992,-1.0226391553878784
1763367247589394700,0.139394775390625,0.3814360797405243,1.431715726852417,-1.0708353519439697
1763367247599422000,0.149421875,0.18233442306518555,0.9049869775772095,-1.0141255855560303
1763367247609449000,0.159448974609375,-0.017521537840366364,0.603541910648346,-0.8444615602493286
1763367247619476000,0.16947607421875,-0.2493816763162613,0.5410221219062805,-0.5522720813751221
1763367247629503000,0.1795029296875,-0.5035368204116821,0.4972652494907379,-0.18908348679542542
1763367247639530000,0.189530029296875,-0.7376899123191833,0.4354298412799835,0.155967116355896
1763367247649557000,0.199556884765625,-0.9419921636581421,0.2649674713611603,0.4288765788078308
1763367247659583700,0.209583740234375,-1.1396790742874146,0.014219675213098526,0.6255720257759094
1763367247669611000,0.219611083984375,-1.367588996887207,-0.2530440390110016,0.7831628322601318
1763367247679638000,0.229637939453125,-1.6293729543685913,-0.3408854901790619,0.9301477670669556
1763367247689665800,0.239665771484375,-1.8761142492294312,-0.28647923469543457,1.05623459815979
1763367247699693000,0.249693115234375,-1.925805926322937,0.22999370098114014,1.0834555625915527
1763367247709719800,0.2597197265625,-1.7848273515701294,1.0920681953430176,1.0155378580093384
1763367247719746800,0.269746826171875,-1.5750187635421753,2.183772563934326,0.9495944380760193
1763367247729774000,0.279774169921875,-1.4322694540023804,3.0722718238830566,0.8508378863334656
1763367247739800800,0.28980078125,-1.3858060836791992,3.7033426761627197,0.7574642896652222
1763367247749827800,0.299827880859375,-1.3905011415481567,4.038082599639893,0.7521147727966309
1763367247759854800,0.309854736328125,-1.3518626689910889,4.017977237701416,0.7694538235664368
1763367247769881900,0.3198818359375,-1.3026015758514404,3.920278549194336,0.7258884310722351
1763367247779908900,0.329908935546875,-1.4139046669006348,3.8835971355438232,0.539770781993866
1763367247789935900,0.339935791015625,-1.671958565711975,4.217897891998291,0.28161004185676575
1763367247799964000,0.3499638671875,-1.9022871255874634,4.460361003875732,0.12367871403694153
1763367247809991000,0.359990966796875,-2.0611414909362793,4.328161716461182,0.11178164184093475
1763367247820018000,0.370017822265625,-2.170675039291382,3.7699222564697266,0.2688322365283966
1763367247830045000,0.380044921875,-2.244683027267456,3.0800862312316895,0.6636674404144287
1763367247840072000,0.390072021484375,-2.31838059425354,2.7056291103363037,1.1191883087158203
1763367247850099000,0.400098876953125,-2.3865790367126465,2.2281761169433594,1.5985666513442993
1763367247860126000,0.4101259765625,-2.4307780265808105,2.061997890472412,1.7741140127182007
1763367247870153000,0.420153076171875,-2.3684120178222656,2.29217791557312,1.359184980392456
1763367247880180000,0.430179931640625,-2.2122483253479004,2.148383140563965,0.7872045040130615
1763367247890206700,0.440206787109375,-2.1355812549591064,1.7508671283721924,0.295141339302063
1763367247900235000,0.450235107421875,-2.2354702949523926,1.5948286056518555,-0.15835559368133545
1763367247910261800,0.46026171875,-2.4908909797668457,1.6453332901000977,-0.5023590326309204
1763367247920288800,0.470288818359375,-2.8154149055480957,2.014226198196411,-0.7115958333015442
1763367247930316000,0.48031591796875,-3.124758243560791,2.4695162773132324,-0.7119616866111755
1763367247940342800,0.4903427734375,-3.364271879196167,2.649177074432373,-0.4906631410121918
1763367247950369800,0.500369873046875,-3.4450201988220215,2.5894875526428223,-0.16490286588668823
1763367247960397000,0.51039697265625,-3.4091978073120117,2.425053119659424,0.17399583756923676
1763367247970424000,0.520424072265625,-3.315445899963379,2.245697498321533,0.47332605719566345
1763367247980450800,0.530450927734375,-3.0946271419525146,2.176365852355957,0.7078868746757507
1763367247990477800,0.540477783203125,-2.775808095932007,2.2275102138519287,0.8388243317604065
1763367248000505900,0.550505859375,-2.4892168045043945,2.323437452316284,0.8700141906738281
1763367248010532900,0.560532958984375,-2.2910268306732178,2.3197882175445557,0.843376100063324
1763367248020560000,0.570559814453125,-2.1401684284210205,2.178384304046631,0.6967232823371887
1763367248030587000,0.5805869140625,-2.0108795166015625,1.8262780904769897,0.41078755259513855
1763367248040614000,0.59061376953125,-1.8919728994369507,1.2173916101455688,-0.061444174498319626
1763367248050641000,0.600640869140625,-1.7356706857681274,0.5595594048500061,-0.7057501077651978
1763367248060668000,0.61066796875,-1.6618212461471558,0.15021184086799622,-1.2935690879821777
1763367248070695000,0.62069482421875,-1.4529187679290771,0.24425539374351501,-1.6710089445114136
1763367248080722000,0.630721923828125,-0.8212355971336365,0.3173186779022217,-2.0676429271698
1763367248090748700,0.640748779296875,-0.19003738462924957,0.4595398008823395,-2.4112284183502197
1763367248100777000,0.65077685546875,0.303963303565979,0.43330633640289307,-2.6734495162963867
1763367248110804000,0.660803955078125,0.6899435520172119,0.10081418603658676,-3.1271846294403076
1763367248120831000,0.6708310546875,0.7120016813278198,-0.3289875090122223,-3.5442726612091064
1763367248130858000,0.68085791015625,0.5238385796546936,-0.7615292072296143,-3.736947774887085
1763367248140885000,0.690885009765625,0.23225654661655426,-0.9301259517669678,-3.628920793533325
1763367248150911700,0.700911865234375,0.1412201225757599,-0.9229599237442017,-3.2734291553497314
1763367248160939000,0.71093896484375,0.10221172869205475,-0.8393348455429077,-2.8386261463165283
